"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","query","id","type"
"The effect of corporate governance on the relationship between performance and competition","Di Wu; Wayne Yu","2025","International Review of Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/irfi.70018","https://doi.org/10.1111/irfi.70018","Abstract This paper examines the effect of corporate governance on the relationship between performance and market competition. We use changes in import tariffs as exogenous shocks to product market competition to examine how the effect of these shocks on performance varies with corporate governance. We find that elevated product market competition due to import tariff cuts results in significant performance deterioration for firms with strong corporate governance, but little effect or even a significant positive effect on performance for firms with poor governance. We further find that these effects are much stronger for nonexporting firms and small firms because they do not have the opportunity/resources to soften the impact of increased competitive pressure. Our findings suggest that elevated market competition helps to reduce managerial entrenchment/slack, which can offset the adverse effects of increased competitive pressure, especially for nonexporting firms and small firms. The findings lend support to the hypothesis that managerial slack is inversely related to industry competitive pressure and, hence, that product market competition and internal corporate governance are substitutes for each other.","""corporate cash holdings"" Trump","https://openalex.org/W4410050447","article"
"An Empirical Study of the Relationship between Economic Policy Uncertainty and Banks’ Non-performing Loan Ratios","Jingxiang Tong","2026","Economics & Business Management","0","True","https://doi.org/10.63313/ebm.9135","https://doi.org/10.63313/ebm.9135","Using panel data for 117 Chinese banks over the period 2011–2022, this paper examines how economic policy uncertainty influences banks’ non-performing loan ratios. The empirical evidence shows that rising economic policy uncertainty increases commercial banks’ non-performing loan ratios. Specifically, economic policy uncertainty affects these ratios through two main channels: asset returns and credit growth. Further analysis reveals that the effects of economic policy uncertainty on non-performing loan ratios are heterogeneous across banks of different sizes. In particular, state-owned banks are less affected by shocks stemming from economic policy uncertainty than non-state-owned banks.","""corporate cash holdings"" Trump","https://openalex.org/W7118187086","article"
"More Competition, Better Products: Evidence From Tariff Cuts","Colin Davison","2025","Journal of Economics & Management Strategy","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jems.70010","https://doi.org/10.1111/jems.70010","ABSTRACT This article examines how increased competition affects product and process innovation. I combine plausibly exogenous variation in foreign competition induced by large tariff cuts with a difference‐in‐differences strategy and find that firms increase their product patenting in response to increased foreign competition, but, on average, foreign competition has no effect on process patenting. Firms operating in industries where patents are an effective means of protecting their competitive advantage increase their patenting more in response to competition. Initially large and productive firms engage in more process innovation in response to competitive pressure.","""corporate cash holdings"" Trump","https://openalex.org/W4416604711","article"
"REAKSI PASAR MODAL TERHADAP PENGUMUMAN TARIF TRUMP UNTUK INDONESIA PADA PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DALAM INDEKS LQ45","Richard Imanuel Sangkoy; Maryam Mangantar; Joy Elly Tulung","2026","JMBI UNSRAT (Jurnal Ilmiah Manajemen Bisnis dan Inovasi Universitas Sam Ratulangi)","0","True","https://ejournal.unsrat.ac.id/v3/index.php/jmbi/article/download/67048/52079","https://doi.org/10.35794/jmbi.v13i1.67048","This study aims to analyze the capital market reaction to events before and after the announcement of the 32% US tariff on Indonesia on manufacturing companies listed on the LQ45 index. Market reaction is measured through Abnormal Return and Trading Volume Activity with a quantitative approach using the Event Study method. The sample was determined using purposive sampling, with a sample size of six manufacturing companies listed on the LQ45 index for the period May-July 2025. The testing was conducted using a paired sample t-test and Wilcoxon signed rank test with an observation period of 7 days before and 7 days after the announcement. The results showed that there was no significant difference in abnormal return or trading volume activity before and after the tariff announcement. Thus, the announcement of a 32% tariff by the United States on Indonesia did not cause a significant reaction in the Indonesian capital market","""corporate cash holdings"" Trump","https://openalex.org/W7140026732","article"
"نمذجة انتقال أثر تغیرات سعر الصرف إلى أسعار المستهلکین فی الیابان","أمیرة عقل أحمد عقل أحمد; فردوس أحمد کمال","2021","المجلة العلمية للدراسات والبحوث المالية والتجارية","0","True","https://cfdj.journals.ekb.eg/article_207554_006039171714909d06841ae45bfe9fe0.pdf","https://doi.org/10.21608/cfdj.2021.207554","قامت الدراسة بتطبيق منهجية تناظر التکامل ونموذج الانحدار الذاتي بفترات إبطاء موزعة لنمذجة العلاقة بين مؤشر أسعار المستهلکين في اليابان (کمتغير تابع) وخمسة من المتغيرات المستقلة هي مؤشرات أسعار المستهلکين في الصين والولايات المتحدة الأمريکية (أهم الشرکاء التجاريين لليابان)، وسعر الصرف الاسمي الفعال للين، مؤشر الناتج الصناعي، ومؤشر أسعار الأسهم Nikkei225، باستخدام بيانات شهرية للفترة الممتدة من أبريل 2013 (تطبيق سياسات التوسع الکمي والنوعي) حتى يونيو 2019. أکدت نتائج النموذج وجود علاقة توازنية طويلة الأجل بين المتغيرات. في الأجل الطويل، يؤدي انخفاض سعر الصرف بنسبة 10% إلى ارتفاع أسعار المستهلکين في اليابان بنسبة 0.2٪، بينما يؤدي ارتفاع مؤشر أسعار المستهلکين في الصين بنسبة 10٪ إلى زيادة نظيره الياباني بنسبة 2٪. ويؤدي ارتفاع الناتج الصناعي بنسبة 10% إلى زيادة أسعار المستهلکين بنسبة 1.37٪، مما يعني أن تحسن ظروف الطلب تؤدي لارتفاع أسعار المستهلکين في الأجل الطويل. وکذلک، فإن ارتفاع أسعار الأسهم بنسبة 10% تؤدي لارتفاع أسعار المستهلکين بنسبة 0.08٪، ويعني ذلک أن تأثير قناة إعادة توازن المحفظة على معدل التضخم محدود بسبب تجنب المخاطرة وتفضيل القطاع العائلي لودائع البنوک. وقد جاء معامل انحدار أسعار المستهلکين في الولايات المتحدة الأمريکية غير معنوي، مما يعني أن تغيرات أسعار المستهلکين بها کشريک تجاري لا تؤثر على أسعار المستهلکين في اليابان. وتجدر الإشارة إلى أن مرونات الأجل القصير تنخفض عن نظيرتها في الأجل الطويل، کما هو متوقع. وقد جاء معامل انحدار الناتج الصناعي في الأجل القصير بإشارة سالبة لا تتفق مع التوقعات النظرية السابقة، ويمکن تفسير ذلک بأن الشرکات اليابانية تجد صعوبة في رفع أسعار مبيعاتها، وبالتالي تتبنى استراتيجيات التسويق القائمة على الخصم.","""corporate cash holdings"" Trump","https://openalex.org/W4200215479","article"
"The impact of global economic policy uncertainty on investment by Vietnamese listed firms","Vo Xuan Hong","2024","Journal of Asian Business and Economic Studies","0","True","http://jabes.ueh.edu.vn/Content/ArticleFiles/e816b222-503d-4260-83c7-a6dbea0973dc/JABES-2024-4-V66.pdf","https://doi.org/10.24311/jabes/2024.35.4.7","Our paper investigates the effect of global economic policy uncertainty (GEPU) on investment by publicly listed firms in Vietnam, based on a sample of 602 firms listed on the HCMC and Hanoi stock exchanges for the period 2011–2021. We find that firms reduce investment during high GEPU periods. The negative effect of GEPU on investment is significantly stronger in firms that are more dependent on external financing, more financially constrained, have a higher degree of investment irreversibility, or possess higher market power. These findings have important implications for the Vietnamese government in revising policies and resolutions, especially those related to financing, to support firms during periods of high GEPU.","""corporate cash holdings"" Trump","https://openalex.org/W4415899922","article"
"Bank <scp>CSR</scp> Engagement, Institutional Environments, and Corruption","Mohammad Bitar; Hassan Obeid; Imane El Ouadghiri; Jonathan Peillex","2026","International Journal of Finance & Economics","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijfe.70136","https://doi.org/10.1002/ijfe.70136","ABSTRACT This study examines the effect of bank engagement in corporate social responsibility (CSR) on corruption across 39 countries from 2002 to 2021. We build on the view that CSR enables banks to act as active agents influencing national corruption, rather than passive agents of institutional norms. Our results indicate that stronger bank CSR significantly reduces corruption, with robust findings across measures and specifications. CSR mitigates corruption through enhanced regulatory compliance, stakeholder protection, governance diversity, and improved information flows. It also complements formal institutions and informal societal norms, highlighting the potential of embedding CSR into banking regulation to advance both anti‐corruption and financial stability.","""corporate cash holdings"" Trump","https://openalex.org/W7118871694","article"
"The Economic Policy Uncertainty on Firm’s Behavior","Rongyang Ma","2024","Advances in Economics Management and Political Sciences","0","True","https://aemps.ewapub.com/article/view/15022.pdf","https://doi.org/10.54254/2754-1169/106/20241699","The study examines how economic policy uncertainty could affect firm behavior. It discusses how changes in economic policies can affect investment decisions, capital expenditure, innovation, and green behavior of firms. This topic focuses on analyzing the relationship between corporate financial decisions and consumer spending under policy uncertainty. It also explores the relationship between policy uncertainty and firms' overseas investments, environmental performance, governance practices, tax avoidance strategies, and cash-effective tax rates. The findings reveal the importance of cash holdings in alleviating the effects of policy uncertainty on firm activities and highlight the relationship between policy uncertainty and firms' carbon emission intensity. Overall, the study provides insights into the various aspects of corporate decision-making affected by economic policy uncertainty.","""corporate cash holdings"" Trump","https://openalex.org/W4401966180","article"
"Ryzyko biznesowe w pasażerskim lotnictwie cywilnym – w poszukiwaniu źródeł niestabilności sektora","Adam Hoszman","2025","Studia i Prace Kolegium Zarządzania i Finansów","0","True","https://econjournals.sgh.waw.pl/SiP/article/download/4731/5026","https://doi.org/10.33119/sip.2025.201.2","Działalność podmiotów tworzących sektor pasażerskiego lotnictwa cywilnego charakteryzuje się dużą niestabilnością. Jej źródłem są często występujące zmiany w makrootoczeniu sektora oraz w nim samym, mające istotny wpływ na jego funkcjonowanie. Oznacza to, że sektor ten cechuje się wysokim poziomem ryzyka biznesowego, które opisuje możliwość (prawodopodobieństwo) wystąpienia takich zmian. Poniższe opracowanie porządkuje kwestie ryzyka biznesowego, w szczególności jego rodzaje, które mają największy wpływ na funkcjonowanie linii lotniczych, lotnisk, zarządzających przestrzenią powietrzną i innych podmiotów tworzących ten sektor. W badaniach wykorzystano analizę przypadków wybranych zdarzeń stanowiących materializację różnych ryzyk biznesowych typowych dla sektora pasażerskiego transportu lotniczego. Przeprowadzone analizy wskazują, że rodzajem ryzyka, które potencjalnie może mieć (i historycznie miało) największy wpływ na funkcjonowanie sektora, jest ryzyko polityczne (w tym geopolityczne i regulacyjne), ponieważ związane z nim zdarzenia wpływają często na podstawy funkcjonowania lotnictwa pasażerskiego.","""corporate cash holdings"" Trump","https://openalex.org/W4414471872","article"
"Exporting Uncertainty: The Impact of Brexit on Corporate America","Murillo Campello; Gustavo Cortés; Fabrício d’Almeida; Gaurav Kankanhalli","2020","SSRN Electronic Journal","15","True","https://doi.org/10.2139/ssrn.3530685","https://doi.org/10.2139/ssrn.3530685","","""cash holdings"" ""2016 election""","https://openalex.org/W2999039698","article"
"WITHDRAWN: Does mandating corporate social and environmental disclosure improve social and environmental performance?: Broad-based evidence regarding the effectiveness of directive 2014/95/EU","Charl de Villiers; John Dumay; Federica Farneti; Jing Jia; Zhongtian Li","2024","The British Accounting Review","8","True","https://doi.org/10.1016/j.bar.2024.101437","https://doi.org/10.1016/j.bar.2024.101437","Given that the aim of corporate social and environmental disclosure mandates is to improve corporate social and environmental performance, this study investigates the impact of such mandates on performance. Using a difference-in-differences analysis, we examine trends in corporate social and environmental performance before and after the introduction of Directive 2014/95/EU (hereafter, the Directive), comparing affected European companies with companies in the United States (US), based on a balanced sample of 358 European companies (excluding United Kingdom (UK) companies, because they were subject to additional regulations that came into effect around the same time) and 470 US companies from 2009 to 2020. We find that European companies' performance has not improved substantially since the Directive came into effect in 2017, nor have they improved compared to US companies. Thus, the evidence suggests that the Directive has not improved European companies’ social and environmental performance. Our study provides broad-based evidence of the (in)effectiveness of mandating corporate social and environmental disclosures to enhance performance. Our findings will be of interest to regulators considering disclosure mandates, as well as stakeholders and investors interested in enhancing social and environmental performance.","""cash holdings"" ""2016 election""","https://openalex.org/W4400012646","article"
"Sustainability-driven governance through green political marketing in developing countries","Samuel Affran; Benedicta Quao; Ebenezer Arthur Duncan","2025","Discover Environment","1","True","https://link.springer.com/content/pdf/10.1007/s44274-025-00407-3.pdf","https://doi.org/10.1007/s44274-025-00407-3","This perspective advances a theoretical framework that examines the influence of green political marketing and sustainability initiatives on electoral outcomes in developing countries, leveraging Stakeholder Theory to provide novel insights into the strategic integration of environmental narratives and sustainable development agendas in political campaigns. By applying Stakeholder Theory, this study sheds light on the mechanisms through which sustainability-driven governance emerges, revealing how political actors' engagement with stakeholders’ shapes voter perceptions and electoral outcomes. The proposed framework suggests that green political marketing enhances voter engagement and shapes public perception, positioning sustainability as a decisive factor in presidential elections. The paper offers policy implications that highlight the need to embed sustainability within political governance strategies, strengthen environmental regulatory enforcement, and promote inclusive stakeholder participation. Bridging the domains of green political marketing, sustainability, and governance, this study contributes to the growing body of literature on how sustainability considerations are reshaping electoral behavior and democratic processes in developing economies, while also demonstrating the utility of Stakeholder Theory in understanding the complex dynamics among green political marketing, sustainability, and electoral outcomes.","""cash holdings"" ""2016 election""","https://openalex.org/W4415444561","article"
"Working Capital Management Policies for Managers to Improve Profitability","Percy Kandukira","2022","Management Consulting Journal","0","True","https://sciendo.com/pdf/10.2478/mcj-2022-0008","https://doi.org/10.2478/mcj-2022-0008","Abstract Efficient working capital management is a requisite and is crucial for small firms’ profitability. The main reason for most SMEs’ failure is the incompetence of their managers to appropriately control and plan their current liabilities and current assets (Smith, 1973). Keeping in view the SMEs’ difficulties in proper working capital management and the significance of working capital management in profitability, survival and growth of SMEs, this research aims to analyse the association between individual working capital components, corporate governance characteristics and alternate proxies of profitability in SMEs. The study has significance for managers in planning and managing working capital in such a way that they can increase their profitability.","""cash holdings"" ""2016 election""","https://openalex.org/W4282839326","article"
"The End of Carry?","Tim Lee; Jamie Lee; Kevin Coldiron","2021","Wilmott","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wilm.10904","https://doi.org/10.1002/wilm.10904","In their 2019 book, The Rise of Carry, Tim Lee, Jamie Lee, and Kevin Coldiron proposed that the fi nancial markets are subject to a 'carry regime' in which the dominant transaction is the carry trade -trades that are short volatility, leveraged, liquidity providing, and prone to long periods of positive returns interspersed with dramatic crashes.The rise of this regime has been supported (perhaps unwittingly) by governments and central banks.In this article, the authors review the behavior of markets in 2020 through the lens of this hypothesis.","""cash holdings"" ""2016 election""","https://openalex.org/W3128029949","article"
"Pengaruh Struktur Modal, Profitabilitas, Ukuran Perusahaan dan Pertumbuhan Perusahaan terhadap Nilai Perusahaan","Eifrel Rosa; Hermanto Hermanto","2024","JURNAL ILMIAH GLOBAL EDUCATION","1","True","https://ejournal.nusantaraglobal.ac.id/index.php/jige/article/download/2247/2546","https://doi.org/10.55681/jige.v5i1.2247","This research aims to explain the relationship between capital structure, profitability, company size and company growth and company value. This research utilizes data that has been adjusted to research criteria sourced from financial reports for the food and beverage industry for the 2018-2022 period. Data collection used a purposive sampling method with exploratory steps, where this research utilized 90 samples from a total of 18 companies over a 5 years period, using the Eviews10 statistical application. The results of this research reveal that capital structure has a positive relationship with company value, profitability is positively correlated with company value, company size is not correlated with company value and company growth has no evidence of having an influence on company value.","""cash holdings"" ""TCJA""","https://openalex.org/W4393435935","article"
"How U.S. firms adjusted capital structure after the Tax Cuts and Jobs Act: Empirical evidence","Mohammad Tareq; Abdullah Al Mahmud; Muhammad Shahin Miah","2026","Accounting and Management Information Systems","0","True","https://doi.org/10.24818/jamis.2026.01004","https://doi.org/10.24818/jamis.2026.01004","Research Question: This paper investigates how a firm responds to tax reforms on corporate capital structure decisions. The TCJA 2017 represents one of the most significant tax reforms in the U.S. history, reducing the corporate income tax rate from 35 per cent to 21 per cent while introducing some major provisions, such as bonus depreciation, interest deductibility limits, and restrictions on NOL carry forward, which could have a joint effect on corporate capital structure decisions. Based on traditional capital structure theories, we hypothesized that such a significant tax rate reduction, including the addition of some restrictive provisions, would motivate companies to rely less on debt financing relative to internal financing or equity financing due to decreased tax shield benefits. Methodology: To test our hypotheses, we employ a panel regression model with firm and year-fixed effects. Our sample consists of 42,598 firm-year observations spanning from 2014 to 2020. We utilize multiple proxy measures for capital structure decisions, including short-term debt ratio, long-term debt ratio, and total leverage. We control for firm-specific factors that might influence capital structure choices. We conduct additional analyses based on firms’ financial distress levels (using Altman’s Z-score) and financial flexibility, measured by cash holdings. Findings: Contrary to expectations derived from static trade-off theory, we find that firms’ dependence on external sources financing increases in post-reform periods relative to pre-reform periods. The positive relation between tax reform and short-term financing is more pronounced in financially distressed firms, while safer firms tend to decrease their reliance on short-term financing in the post-reform periods. In contrast, firms with greater financial flexibility exhibit greater reliance on long-term debt in post-reform periods than less financially flexible firms. Originality/Value: This study provides the first comprehensive empirical investigation of TCJA 2017’s impact on corporate capital structure decisions. Our findings contribute to the capital structure literature by providing evidence consistent with dynamic trade-off theory rather than static trade-off models. The results have important implications for policymakers evaluating the effectiveness of tax reforms in influencing corporate financial behavior and for corporate financial managers making capital structure decisions in changing tax environments.","""cash holdings"" ""TCJA""","https://openalex.org/W7147542585","article"
"An overview of academic tax accounting research drawing on U.S. multinational taxation","Terrence Shevlin","2021","eScholarship (California Digital Library)","0","True","https://escholarship.org/content/qt6q31b7jd/qt6q31b7jd.pdf?t=qhdota","","Economics-based tax research in accounting draws heavily on the Scholes and Wolfson framework. The framework develops a global approach to tax planning where all parties, all taxes, and all costs are to be considered in effective tax planning. Effective tax planning is distinct from tax minimization as the goal of the former is to maximize the after-tax rate of return. The first empirical applications of the framework followed the passage of the Tax Reform Act of 1986. Taxation of multinationals has long been of interest to accounting (and other) researchers and continues to be of interest. The Tax Cuts and Jobs Act of 2017 changed many tax laws including how the U.S. taxes U.S. multinationals. Research examining the ramifications of this latest Tax Act is already well under way.","""cash holdings"" ""TCJA""","https://openalex.org/W3142874078","article"
"The effect of foreign dividend exemption on profit repatriation through dividends, royalties, and interest: evidence from Japan","Makoto Hasegawa; Michi Kakebayashi","2025","International Tax and Public Finance","0","True","https://link.springer.com/content/pdf/10.1007/s10797-025-09889-6.pdf","https://doi.org/10.1007/s10797-025-09889-6","Abstract Multinational corporations repatriate foreign profits through dividends, royalties, and interest paid by foreign affiliates to their parent firms. International tax rules that govern the taxation of repatriated foreign earnings thus influence decisions on profit repatriation. In 2009, Japan introduced a foreign dividend exemption system (the so-called territorial tax system) that exempted dividends received by Japanese firms from their foreign affiliates from home-country taxation. This paper examines the effects of this tax reform on profit repatriation through dividends, royalties, and interest. The enactment of the foreign dividend exemption system reduced the effective tax rate on foreign income repatriated through dividends by an average of 6.8 percentage points in 2009. We find that, in response to this tax rate reduction, Japanese-owned foreign affiliates increased dividend payments but did not alter royalty or interest payments. As a result, these affiliates increased total payments to their Japanese parents.","""cash holdings"" ""TCJA""","https://openalex.org/W4409175275","article"
"SUMMARIES OF PAPERS IN THIS ISSUE","","2024","Journal of the American Taxation Association","0","True","https://publications.aaahq.org/jata/article-pdf/46/2/1/110914/i0198-9073-46-2-1.pdf","https://doi.org/10.2308/jata-2024-017","","""cash holdings"" ""TCJA""","https://openalex.org/W4402100402","article"
"Reinstating and Revising § 162(m)'s Performance-Based Pay Exception","Charlie Buttgereit","2020","Pittsburgh Tax Review","0","True","https://taxreview.law.pitt.edu/ojs/taxreview/article/download/106/160","https://doi.org/10.5195/taxreview.2019.106","Reinstating and Revising § 162(m)'s Performance-Based Pay Exception","""cash holdings"" ""TCJA""","https://openalex.org/W3020499267","article"
"The Impact of Fiscal Policies on Corporate Investment Strategies and Stock Market Performance","Lehar Bansal","2025","International Journal For Multidisciplinary Research","0","True","https://www.ijfmr.com/papers/2025/3/40106.pdf","https://doi.org/10.36948/ijfmr.2025.v07i03.40106","This paper examines the relationship between fiscal policies and their impact on the private sector and stock market fluctuation particularly focusing on the difference in the reaction between developed and developing countries. It is based on secondary data focusing on case studies of key policy movements in recent years and their impact on the private sector and financial market. This included utilizing published data, academic journals, government economic reports, stock market performance indices, and corporate financial statements. The findings indicate a significant relationship between fiscal policies, both through tax policy changes and government expenditure, on corporate investment decisions. However, this relationship is also affected by factors like market conditions, economic growth, etc. Similarly, significant stock market volatility has been observed post-fiscal policy announcements. Other factors affecting stock market performance include investor’s psychology, long-term predictions, etc. Notably, developed economies generally observe fewer fluctuations after fiscal policy announcements and implementation as compared to emerging economies.","""cash holdings"" ""TCJA""","https://openalex.org/W4410463716","article"
"The Effect of a Worldwide Tax System on Tax Management of Foreign Subsidiaries","Saskia Kohlhase; Jochen Pierk","2019","SSRN Electronic Journal","0","True","https://www.ssrn.com/abstract=2815112","","Under a worldwide tax system, firms pay taxes on their domestic income and repatriated foreign income, whereas under a territorial tax system repatriated foreign income is exempt from taxation. We examine whether worldwide tax systems reduce the incentives of multinational corporations to engage in tax management in their foreign subsidiaries. Using two quasi-natural experiments, we show that multinationals lower the effective tax rates in their foreign subsidiaries after countries switch from a worldwide to a territorial tax system. Thus, multinationals subject to a worldwide tax system face competitive disadvantages compared to competitors from countries with a territorial tax system.","""cash holdings"" ""TCJA""","https://openalex.org/W3124042807","article"
"Corporate inversion, cost of equity and ineffective tax reform","Liu Hong; Tianpeng Zhou","2024","Accounting and Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acfi.13264","https://doi.org/10.1111/acfi.13264","Abstract US multinational firms typically invert either through a pure form or by merging with foreign entities. Our research documents that pure inversions increase inverting firms' cost of equity, while merger inversions decrease it. These results remain robust across different measures of the cost of equity. We also demonstrate that the 2004 tax reform is ineffective in reducing US multinational firms' tendency to invert. Instead, it prompts firms to shift from pure inversions to merger inversions, which are less value‐enhancing due to their lower tax benefits. It is unlikely that the legislators had foreseen these outcomes.","""cash holdings"" ""TCJA""","https://openalex.org/W4395038984","article"
"U.S. multinationals’ foreign cash holdings: an empirical estimate and the impact of the tax cuts and jobs act of 2017 on the value of foreign cash","John L. Campbell; Dan S. Dhaliwal; Linda K. Krull; Casey M. Schwab","2025","Review of Accounting Studies","0","True","https://link.springer.com/content/pdf/10.1007/s11142-025-09888-2.pdf","https://doi.org/10.1007/s11142-025-09888-2","Abstract We use publicly available information to estimate the country location of multinational firms’ cash holdings, examine why investors discount the value of cash held overseas, and examine whether that discount changes after the Tax Cuts and Jobs Act (TCJA) of 2017. We provide three main results. First, our firm-year foreign cash estimates are reasonably accurate, evidenced by high correlations with simulated data and proprietary country-level data, high adjusted R 2 when explaining a firm’s total cash holdings, and the ability to replicate prior findings. Second, we demonstrate that investors value foreign cash holdings more negatively than domestic cash holdings when the cash is held in high agency-cost countries. Finally, we find that investors no longer appear to discount foreign cash after the TCJA, when the U.S. moved from a worldwide to a quasi-territorial taxation system.","""cash holdings"" ""TCJA""","https://openalex.org/W4412410787","article"
"Fiscal Year-Ends and Financial Benefits: The Role of Prospective Measurement Dates in Tax Reform","Cristi A. Gleason; Tyler Menzer; Jaron H. Wilde","2024","Journal of the American Taxation Association","0","True","https://publications.aaahq.org/jata/article-pdf/doi/10.2308/JATA-2021-035/107132/jata-2021-035.pdf","https://doi.org/10.2308/jata-2021-035","ABSTRACT The Tax Cuts and Jobs Act (TCJA) of 2017 dramatically reshaped the tax landscape for companies and reduced incentives for multinationals to leave foreign earnings abroad. We study a provision of the law that allowed some multinationals to take simple measures to reduce their tax burden more than other firms. The TCJA levied a tax on accumulated income held in foreign subsidiaries of U.S. firms. The implementation of this tax left firms an avenue to protect shareholder wealth, as foreign income retained as “cash” was taxed at a higher rate (15.5 percent) than foreign income retained in other asset classes (8 percent). Measurement rules allowed some firms significantly more time to shift foreign cash holdings to “noncash” assets and lower their tax burden. Using staggered, firm-specific measurement dates, we find that fiscal year-end firms with more time to respond to the law reduced their cash levels more than other firms. JEL Classifications: E62; H21; H25.","""cash holdings"" ""TCJA""","https://openalex.org/W4393384881","article"
"Estimating the Likelihood of Future Tax Settlements","Jared N. Jennings; Joshua A. Lee; Erin Towery","2024","ScholarsArchive  (Brigham Young University)","0","True","https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=9403&context=facpub","","Corporate income tax settlements represent a substantial cash outflow for many U.S. firms. This study develops an ex-ante measure of future corporate income tax settlement likelihood using quantitative and qualitative information from Form 10-K. We find that both quantitative and qualitative information are incrementally useful in predicting future tax settlements. We then use our new measure to examine the association between predicted future tax settlements and cash holdings. In contrast with prior research documenting a positive association between reserves for uncertain tax positions and cash holdings, we find that firms with a higher likelihood of future tax settlements hold less cash than firms with a lower likelihood of future tax settlements. Taken together, our study provides an ex-ante measure of tax settlement likelihood that can be used by future researchers, and our findings suggest a more nuanced relation between tax uncertainty and cash holdings.","""cash holdings"" ""TCJA""","https://openalex.org/W7134876228","article"
"The accounting for defined benefit pension plans in family firms","Ahmad Ismail; Samer Khalil; Assem Safieddine","2024","Financial Markets Institutions and Instruments","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/fmii.12198","https://doi.org/10.1111/fmii.12198","Abstract This paper investigates the accounting for defined benefit pension plans in U.S. family firms. Relying on agency theory and the literature on defined benefit pension plans, we test whether the allocation of pension plan assets, the expected rate of return on pension plan assets and the contributions to defined benefit pension plans in family firms are significantly different from those in non‐family firms. Relying on a sample of U.S. firms over the period 2004–2018, we first document that family firms take more risk when allocating their pension plan assets relative to non‐family firms where they allocate a larger (smaller) percentage of pension plan assets in equity (debt) securities. We also show that family firms are more aggressive in setting the expected rate of return on pension plan assets than non‐family firms. However, family firms’ contributions to defined benefit pension plans are comparable to those of non‐family firms. Our findings hold after controlling for the endogeneity in family firms. These findings are important since they provide first hand empirical evidence on the accounting for defined benefit pension plans in family firms. They further shed light over pension plans that serve as a key tool to attract and retain executive talents and make up a significant portion of firms balance’ sheets.","""cash holdings"" ""TCJA""","https://openalex.org/W4396669016","article"
"How Does Investment in Tax Planning and Other Investment Respond to Firm-Level Tax Policy Uncertainty?","Charles Lee; Terry Shevlin","2026","Journal of the American Taxation Association","0","True","https://publications.aaahq.org/jata/article-pdf/doi/10.2308/JATA-2023-027/128151/jata-2023-027.pdf","https://doi.org/10.2308/jata-2023-027","ABSTRACT This study examines whether firm-specific tax policy uncertainty (TPU) influences corporate investment decisions. Investment theory predicts that, with uncertain project cash flows, firms should elect to delay committing to investments. Consistent with this prediction, we find that TPU is negatively associated with both tax planning and other investments, incremental to the firm’s nontax uncertainties. In exploring the consequences of greater TPU, we find TPU is associated with inefficient underinvestment, which negatively impacts future firm profitability. We further show that, during periods of unusually high TPU, when tax planning investments are especially more valuable, firms appear to substitute away from general investments toward tax planning. These findings suggest that firms prefer to direct resources toward engaging with tax experts for guidance when the tax environment is more uncertain. Overall, we find that tax policy uncertainty has a negative effect on corporate investments and future firm performance. Data Availability: All data are compiled from publicly available sources.","""cash holdings"" ""TCJA""","https://openalex.org/W7124936907","article"
"Do tax havens affect the usage of share buybacks schemes?","Alessandro Chiari","2025","Annals of Public and Cooperative Economics","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apce.70026","https://doi.org/10.1111/apce.70026","Abstract This study examines whether the use of tax haven subsidiaries by U.S. multinational corporations (MNCs) is associated with more intense usage of share buybacks. I find that MNCs' more intensive tax haven subsidiary usage is positively associated with a higher buyback ratio, a higher level of free cash flow and a higher level of return on investment. I also find a higher increase in the buyback ratio of American companies following the sales of U.S. stocks from entities located in tax havens. In cross‐sectional analyses, I identify channels through which the positive association between tax haven intensity and share buybacks is more pronounced. I also test the share buyback execution of U.S. MNCs affected by recent legislation promulgated in the U.S. (2017 corporate tax cut, 2017 repatriation tax). This paper contributes to the literature by documenting a robust positive relationship between tax haven intensity and share buybacks among U.S. multinationals. It further explores the channels through which tax avoidance translates into repurchase behaviour, using rich panel data and multiple identification strategies, including instrumental variables, propensity score matching and difference‐in‐differences estimation.","""cash holdings"" ""TCJA""","https://openalex.org/W4417070495","article"
