"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","citing_anchor","id","type"
"Effect of presidential elections on investor herding behaviour in African stock markets","Godwin Musah; Daniel Domeher; Paul Alagidede","2022","International Journal of Emerging Markets","4","False","","https://doi.org/10.1108/ijoem-06-2021-0960","Purpose The purpose of this paper is to investigate investor herding behaviour and the effect of presidential elections on investor herding behaviour in African stock markets at the sector level. Design/methodology/approach The study segregates listed firms into financial, consumer goods, consumer services and basic materials sectors and uses the cross-sectional absolute deviation approach as a metric of detecting herding in each of the sectors. The authors extend the model to tease out the effect of presidential elections on investor herding behaviour. Findings The study reveals that sectoral differences are fundamental to the evolution of herding. Herding is prominent in a financial services sector dominated by banks. The phenomenon also prevails in markets with smaller consumer goods and services sectors. A post-presidential election effect on investor herding is found for the consumer goods and services sectors of Ghana and a pre-presidential election effect is documented in Nigeria's consumer services sector. The authors conclude that post-presidential election effect is as a result of political connections whilst a pre-presidential election effect is attributable to political business cycles. Research limitations/implications The study is based on four African countries due to data constraints. Nonetheless, the study is the first in Africa to the best of the authors' knowledge, and the results are very solid and have a lot of practical and policy implications. Practical implications The study has implications for investors as it guides investment behaviour in pre- and post-presidential election periods. Originality/value Past studies on investor herding behaviour in African stock markets have largely concentrated on the aggregate market. Knowledge on sectoral differences in investor herding is almost non-existent for African stock markets. Furthermore, premised on the fact that stock markets react to presidential elections, there is no known study that have attempted to examine the effect of presidential elections on investor herding behaviour. This paper contributes to the literature by providing evidence on sectoral differences in investor herding behaviour and the effect of presidential elections on sectoral herding behaviour.","Wagner2018_JFE","https://openalex.org/W4293461758","article"
"Stock price reactions to corporate cash holdings in mitigating predictable and unpredictable negative shocks","Kohei Aono; Keiichi Hori","2023","Pacific-Basin Finance Journal","4","False","","https://doi.org/10.1016/j.pacfin.2023.101997","","Wagner2018_JFE","https://openalex.org/W4361274314","article"
"A historical loss approach to community bank stress testing","Fang Cao; Timothy J. Yeager","2020","Journal of Banking & Finance","4","False","","https://doi.org/10.1016/j.jbankfin.2020.105831","","Wagner2018_JFE","https://openalex.org/W3033102759","article"
"Cross-border Effects of a Major Tax Reform - Evidence from the European Stock Market","Michael Overesch; Max Pflitsch","2019","SSRN Electronic Journal","4","True","https://doi.org/10.2139/ssrn.3342182","https://doi.org/10.2139/ssrn.3342182","","Wagner2018_JFE","https://openalex.org/W2947546449","article"
"The Effects of the Tax Cuts &amp; Jobs Act of 2017 on Defined Benefit Pension Contributions","Fabio B. Gaertner; Dan Lynch; Mary Vernon","2018","SSRN Electronic Journal","4","True","https://doi.org/10.2139/ssrn.3185711","https://doi.org/10.2139/ssrn.3185711","","Wagner2018_JFE","https://openalex.org/W3125801648","article"
"Share price reactions to tariﬀ imposition announcements in the Trump era – An event study of the trade conﬂict","Sascha Tobias Wengerek; André Uhde","2021","SSRN Electronic Journal","4","True","https://doi.org/10.2139/ssrn.3824616","https://doi.org/10.2139/ssrn.3824616","","Wagner2018_JFE","https://openalex.org/W3185790347","article"
"Empirical Study on the Impact of Tax Reduction on the Development of Chinese Green Energy Industry","Yang Cao; Xu Liu; Wei Zhang","2023","SSRN Electronic Journal","4","True","https://doi.org/10.2139/ssrn.4560021","https://doi.org/10.2139/ssrn.4560021","","Wagner2018_JFE","https://openalex.org/W4386705093","preprint"
"Trump’s fake news and stock market returns","Antonios Siganos","2024","European Journal of Finance","3","True","https://napier-repository.worktribe.com/file/3790064/1/Trump%E2%80%99s%20fake%20news%20and%20stock%20market%20returns%20%28accepted%20version%29","https://doi.org/10.1080/1351847x.2024.2395927","We use a novel database that identifies allegedly Donald Trump’s fake news during his presidency. We find that the number of daily fake news is positively related to contemporaneous US stock market returns. Fake news is typically positively biased in our context, increasing stock returns in the short term. We invalidate alternate explanations of the main relation, such as the notion that newly arrived information drives the relation. The mechanism of the relationship is the source used and the reliability of the fake news. Fake news matters to the extent that participants believe it is true. This positive relation reverses over the following days, indicating some evidence of correction. Overall, we find that a politician’s fake news influences financial markets temporarily","Wagner2018_JFE","https://openalex.org/W4401907611","article"
"Hail to the chief: The effect of political alignment with the presidency on corporate investment","Bader Alhashel","2020","Research in International Business and Finance","3","False","","https://doi.org/10.1016/j.ribaf.2020.101289","","Wagner2018_JFE","https://openalex.org/W3039803588","article"
"Political uncertainty and investments by private and state‐owned enterprises","Neeru Chaudhry; Chris Veld","2023","International Review of Finance","3","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/irfi.12410","https://doi.org/10.1111/irfi.12410","Abstract We study corporate investments around national elections in India. Investment rates drop by a nonsignificant 2.2% for state‐owned enterprises (SOEs) in election years. The decrease is significantly larger for private firms, which record an investment drop of 7.4%. The decrease in investment for private firms is likely attributable to political uncertainty. SOEs balance political uncertainty with the desire to woo voters who want government investments. Investments in election years are perceived positively for both private firms and for SOEs. Increased investment by SOEs and reduction in investment by private firms during election years are associated with improved investment efficiency.","Wagner2018_JFE","https://openalex.org/W4320716340","article"
"Does capital bear the burden of local corporate taxes? Evidence from Germany","Aria Ardalan; Sebastian G. Kessing; Salmai Qari; Malte J. Zoubek","2023","Journal of Government and Economics","3","True","https://doi.org/10.1016/j.jge.2023.100067","https://doi.org/10.1016/j.jge.2023.100067","Exploiting the German 2008 tax reform we employ an event study design to assess the effects of local corporate taxes on stock prices. We match firms to the local tax rates at their respective headquarters and analyze the differential stock market responses to the reform decision. We find that firms which are located in high tax jurisdictions and therefore face a possible high tax reduction significantly outperform firms in low tax jurisdictions during the decision-making process. The results indicate that firm owners partially bear the burden of local corporate taxes.","Wagner2018_JFE","https://openalex.org/W4382202218","article"
"When the Presidential Candidate Comes to Town: The Impact of Donald J. Trump’s Campaign Rallies on Local Firms’ Environmental and Social Performance","Feng Guo; Liu Y; Mengmeng Wang; Yiyang Zhang","2022","Journal of Business Ethics","3","False","","https://doi.org/10.1007/s10551-022-05212-z","","Wagner2018_JFE","https://openalex.org/W4292615809","article"
"Europe's gone “right” – A comparative study of stock market reactions to populist success in Sweden and Italy","Lukas Mueller; Merlin Bartel; Dirk Schiereck","2023","Finance research letters","3","True","https://www.sciencedirect.com/science/article/pii/S1544612323002027","https://doi.org/10.1016/j.frl.2023.103829","","Wagner2018_JFE","https://openalex.org/W4361215412","article"
"Digesting FOREXS: Information Transmission Across Asset Classes and Return Predictability","Joon Woo Bae; Zhi Da; Virgilio Zurita","2023","Management Science","3","False","","https://doi.org/10.1287/mnsc.2023.4778","We provide novel evidence that equity investors react to currency shocks with a delay. Using the cross-section of currency returns and the relative presence of U.S. firms in foreign economies, we compute a foreign operations-related exchange shock (FOREXS) measure. We find FOREXS to predict firms’ future cash flows and stock returns, driving much of the previously documented underreaction to foreign information. An FOREXS-based long-short strategy yields a 6.74% annualized abnormal return. FOREXS predictive power comes from firms’ incomplete hedging and investors’ limited attention, highlighting the challenges involved when processing information from a different asset class. This paper was accepted by David Sraer, finance. Funding: Z. Da acknowledges financial support from the Beijing Outstanding Young Scientist Program [Grant BJJWZYJH01201910034034] and the 111 Project [Grant B20094]. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2023.4778 .","Wagner2018_JFE","https://openalex.org/W4379160825","article"
"Impact of US Trade with China on Shareholders’ Wealth: Insights from Shipment Data in the COVID-19 Era","Mucahit Kochan; Cigdem Gonul Kochan","2024","Economies","3","True","https://www.mdpi.com/2227-7099/12/3/67/pdf?version=1710247878","https://doi.org/10.3390/economies12030067","This study analyzes the impact of Chinese shipment volumes measured in TEUs on US stock performance in the initial stages of the COVID-19 outbreak. The analysis indicates that, initially, US stocks were negatively affected irrespective of firms’ trade engagements with China; however, as the global pandemic unfolded, companies with elevated imports from China exhibited more pronounced abnormal returns. The findings further reveal an increased influence of debt level and cash holdings on stock performance as the crisis intensified in Europe and the USA. These results highlight the evolving nature of global trade dynamics and their implications for financial markets amid global crises. Furthermore, this study provides valuable insights into the resilience of global supply chains during crises like the COVID-19 pandemic. The observed pattern, where companies with greater import volumes from China experienced better stock returns, underscores the importance of adaptable supply chains during disruptions.","Wagner2018_JFE","https://openalex.org/W4392716089","article"
"Hidden Wealth and Automatic Information Sharing","Andrew Belnap; Jacob R. Thornock; Braden Williams","2024","The Journal of Law and Economics","3","True","https://scholarsarchive.byu.edu/context/facpub/article/9488/viewcontent/5_HiddenWealth.pdf","https://doi.org/10.1086/731738","In recent years, governments across the globe have implemented automatic information-sharing measures as a revolutionary tool to combat offshore tax evasion. Using hand-collected and private Internal Revenue Service data on participation in the Foreign Account Tax Compliance Act, we provide some of the first evidence of the costs and quality of information shared via automatic information sharing. We estimate that the aggregate costs borne by foreign financial institutions (FFIs) were $31–$52 billion. Furthermore, although 97 percent of FFIs have committed to sharing information with US tax authorities, there is significant variation in quality. Quality is lower for accounts held by business entities and by firms with more offshore US accounts but higher for accounts in tax havens, treaty countries, and countries with a model 1 intergovernmental agreement. Our findings suggest that, despite US efforts to induce FFIs to share information, opportunities remain for hiding wealth abroad.","Wagner2018_JFE","https://openalex.org/W4405177125","article"
"Investor Perceptions of the Corporate Alternative Minimum Tax","Fabio B. Gaertner; Jeffrey L. Hoopes; Stacie O. Kelley; Max Pflitsch","2025","Management Science","3","False","","https://doi.org/10.1287/mnsc.2024.04750","The Inflation Reduction Act establishes a new 15% corporate minimum tax on the adjusted financial accounting income for large U.S. corporations. Although the minimum tax is estimated to raise $222 billion over 10 years, some fear firms will manipulate their accounting earnings to reduce their tax liabilities, resulting in less revenue raised. Using an event study, we examine the extent to which investors believe this tax will reduce firm value. We examine stock market reactions around key legislative developments leading to the enactment of the book minimum tax. Our findings show targeted firms experience significantly lower stock returns than nontargeted firms during the enactment process (about 1.4%–1.8% of firm value). In aggregate, our findings are consistent with the Joint Committee on Taxation’s revenue estimates. In cross-sectional tests, we fail to find evidence that firms most likely to avoid the tax via earnings management experience more positive returns. We also fail to find less negative returns for firms most likely to pass on the tax to consumers. Overall, our results suggest investors do not expect firms to avoid this tax. Instead, they appear to expect a significant portion of the corporate minimum tax to be remitted by firms and borne by shareholders. This paper was accepted by Ranjani Krishnan, accounting. Funding: F. B. Gaertner acknowledges support from the Cynthia and Jay Ihlenfeld Professorship, M. Pflitsch acknowledges support of a postdoc fellowship of the German Academic Exchange Service (DAAD), S. O. Kelley gratefully acknowledges support from the James L. Henderson Chair, and J. L. Hoopes gratefully acknowledges support from the Harold Q. Langenderfer fellowship. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2024.04750 .","Wagner2018_JFE","https://openalex.org/W4406174087","article"
"Recovering election winner probabilities from stock prices","Michael Hanke; Sebastian Stöckl; Alex Weissensteiner","2021","Finance research letters","3","True","https://doi.org/10.1016/j.frl.2021.102122","https://doi.org/10.1016/j.frl.2021.102122","After the 2020 U.S. presidential election, counting votes and calling states took more time than usual, particularly in battleground states. In the days following the election, winning probabilities changed frequently as new results were tabulated. Based on the sensitivity of stocks to changes in winning probabilities observed before the election, we show how the stock market’s assessment of the unobserved post-election winning probabilities can be backed out from stock prices. Our approach is based solely on publicly available data.","Wagner2018_JFE","https://openalex.org/W3161530055","article"
"Tax Reform Made Me Do It!","Michelle Hanlon; Jeffrey L. Hoopes; Joel Slemrod","2018","SSRN Electronic Journal","3","True","https://doi.org/10.2139/ssrn.3279253","https://doi.org/10.2139/ssrn.3279253","","Wagner2018_JFE","https://openalex.org/W3121814504","article"
"Economic Effects of Sales Tax Collection Requirements: Evidence from Wayfair","Jennifer Luchs-Nuñez","2021","SSRN Electronic Journal","3","True","https://doi.org/10.2139/ssrn.3924416","https://doi.org/10.2139/ssrn.3924416","","Wagner2018_JFE","https://openalex.org/W3198922308","article"
"Global Production Linkages and Stock Market Comovement","Raphael Auer; Bruce Iwadate; Andreas Schrimpf; Alexander F. Wagner","2022","SSRN Electronic Journal","3","True","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4041037","https://doi.org/10.2139/ssrn.4041037","","Wagner2018_JFE","https://openalex.org/W4214613157","article"
"Voter-induced Municipal Credit Risk","Brent W. Ambrose; Matthew Gustafson; Maxence Valentin; Zihan Ye","2023","SSRN Electronic Journal","3","True","https://doi.org/10.2139/ssrn.4474257","https://doi.org/10.2139/ssrn.4474257","","Wagner2018_JFE","https://openalex.org/W4381198816","article"
"Firm‐level exposure to trade policy shocks: A multidimensional measurement approach","G. Bruno; Felix Goltz; Ben Luyten","2023","European Financial Management","2","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eufm.12473","https://doi.org/10.1111/eufm.12473","Abstract We propose a firm‐level measure of exposure to trade policy shifts that combines characteristics (tradability of goods, share of output exported and corporate risk disclosures) with information from stock returns. We show that the measure reliably captures out‐of‐sample differences in price responses and sentiment related to trade tensions, both in US and international data. Differences across firms are economically important with return effects of 140 bp around tariff announcements. We argue that such a multidimensional measure is a useful tool for future research on trade policy risk.","Wagner2018_JFE","https://openalex.org/W4389038177","article"
"Impacts of supply and demand shocks on abnormal fluctuation of stock price: An analysis of US–China trade friction","Jin-wei Li; Qian Wei; T. Jiang","2024","Managerial and Decision Economics","2","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mde.4097","https://doi.org/10.1002/mde.4097","Abstract This paper aims to study the impact of supply and demand shocks on abnormal fluctuation of stock price. We use event study and regression analysis methods to explain why the supply and demand shocks caused by US–China trade friction in targeting industries can affect the whole Chinese securities market. Our findings reveal a direct effect of shocks that can affect the stock prices of targeted companies. Additionally, there is a network effect in which the supply side and demand side shocks propagate upstream and downstream through the network, in turn affecting the stock prices of nontargeted companies.","Wagner2018_JFE","https://openalex.org/W4390963695","article"
"Trump election and minority CEO pessimism","Hu Xiaoli; Ya Kang; Oliver Zhen Li; Yupeng Lin","2024","Review of Accounting Studies","2","False","","https://doi.org/10.1007/s11142-024-09843-7","","Wagner2018_JFE","https://openalex.org/W4400189039","article"
"The Market Reaction to Trump's Trade War","M. McCarthy","2019","University of New Hampshire Scholars Repository (University of New Hampshire at Manchester)","2","True","https://scholars.unh.edu/honors/447","","This event study looks at the market reaction to the global trade tensions that began in the first half of 2018. The events regarding new developments around the use of tariffs are organized in chronological order, and the stocks of certain impacted companies are looked at to see if they were positively or negatively affected by the news. To summarize the market reaction to tariffs, I use a zero cost portfolio consisting of long positions in those expected to be positively impacted and short positions in those expected to be negatively impacted. If this portfolio sees a larger return on the day of a given event, it is considered that the market reacted more severely to the news. For a further breakdown, the events are grouped together by the countries involved with the event and by the type of event. I look at tariffs imposed by the United States, the European Union, Canada, Mexico, and China. The event types include announcements of plans for new tariffs, announcements of exemptions from tariffs, and the formal implementation of tariffs. I find that the most significant market reaction took place in the early months of the trade war, which is evident in that there appears to be the widest spread in returns between those positively and those negatively impacted during this time. As the trade war dragged on in 2018, tariffs were imposed on a broader range of products, and the market reaction became less severe. This information could be useful to traders and asset managers going forward as it appears much of the impact of these tariffs is already reflected in stock prices.","Wagner2018_JFE","https://openalex.org/W2949235943","article"
"DOES MARKET REACT TO TAX REDUCTION NEWS? AN EMPIRICAL STUDY ON CORPORATE TAX REDUCTION OF BANGLADESH IN 2017-18","ATM Adnan","2019","Business Management and Education","2","True","https://journals.vilniustech.lt/index.php/BMEE/article/download/11274/9623","https://doi.org/10.3846/bme.2019.11274","Purpose – This study tries to investigate the capital market reaction to the corporate tax reduction announcement (37.5% from 40%) in Bangladesh for publicly listed Banking, Insurance and Financial Institutions of 2017-18. Methodology – This study applied an event study approach to identify any significant average abnormal returns as well as cumulative average abnormal returns of all the publicly listed Banks, Insurances and Financial institutions around the announcement period. Findings – Insignificant average abnormal return (AAR) experienced in case of Banking and Insurance industry on event day, except the financial institutions which have generated a statistically significant abnormal negative return on announcement day. The combined AAR of all three sectors has also generated statistically insignificant return around event windows which suggest that investors did not consider tax reduction news as valuable information for investment decision nor considering it as an essential factor of share value. Limitation – The study did not consider any possible extraneous variable that could result in insignificant reactions. Practical Implication – The findings of this research would considerably contribute to the financial and economic policy formulation while taken into consideration the possible impact of the policy over the capital market of Bangladesh. Originality – This study makes a considerable input to the research in the area of taxes linked to the behavioural finance applying the unique variable of investor’s reactions.","Wagner2018_JFE","https://openalex.org/W2997439477","article"
"China’s anti-corruption campaign and stock returns of luxury goods firms","Thomas Nitschka","2021","Financial markets and portfolio management","2","False","","https://doi.org/10.1007/s11408-021-00396-2","","Wagner2018_JFE","https://openalex.org/W3198506545","article"
"DAMPAK HOLDING COMPANY BUMN FARMASI TERHADAP HARGA SAHAM,VOLUME PERDAGANGAN DAN FREKUENSI PERDAGANGAN PADA BURSA EFEK INDONESIA","Andi Nur Rachman","2022","Jurnal Manajemen Terapan dan Keuangan","2","True","https://online-journal.unja.ac.id/mankeu/article/download/17277/13135","https://doi.org/10.22437/jmk.v11i01.17277","Salah satu faktor yang mempengaruhi pasar modal yaitu peristiwa, baik peristiwa ekonomi, sosial dan politik. Dimana dari peristiwa tersebut tercermin informasi yang relevan dibutuhkan investor sehingga dapat menimbulkan reaksi pasar.Tujuan penelitian ini adalah untuk untuk melihat hasil kajian pengaruh corporate action (holding company) terhadap harga saham, volume perdagangan saham dan frekuensi perdagangan saham sebelum dan sesudah terbentuknya Holding BUMN Industri Farmasi. Metode penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Jenis data yang digunakan adalah data sekunder, dimana data diperoleh dari Bursa Efek Indonesia. Data tersebut dianalisis dengan membandingkan nilai dari masing-masing variabel pada periode sebelum dan sesudah event date, yang mana pada periode tersebut adalah 11 (sebelas) hari sebelum event date dan 11 (sebelas) hari setelah event date dengan menggunakan uji paired t-test. Hasil uji paired t-test membuktikan bahwa corporate action dalam bentuk Holding BUMN Industri Farmasi berdampak langsung pada harga saham, tetapi tidak berdampak pada volume perdagangan saham dan frekuensi perdagangan saham. Hal ini mengindikasikan bahwa pembentukan Holding merupakan salah satu bentuk strategi yang dilakukan oleh pemerintah untuk menjaga perusahaan BUMN yang sedang mengalami masalah likuiditas sehingga investor kurang tertarik untuk berinvestasi pada perusahaan tersebut","Wagner2018_JFE","https://openalex.org/W4312961111","article"
"Politically induced uncertainty and asset-market valuation","Jan Fałkowski; Przemysław J. Kurek; Jacek Lewkowicz","2023","European Journal of Political Economy","2","False","","https://doi.org/10.1016/j.ejpoleco.2023.102427","","Wagner2018_JFE","https://openalex.org/W4381486016","article"
"Market risk exposure determinants during the COVID-19 outbreak: between competitiveness and inequality","Pedro L. Angosto‐Fernández; Victoria Ferrández-Serrano","2024","International Journal of Emerging Markets","2","False","","https://doi.org/10.1108/ijoem-01-2023-0080","Purpose The objective of this research is to identify the economic, demographic, sanitary and even cultural factors which explain the variability in the cross-section of returns in different markets globally during the first weeks after the outbreak of COVID-19. Design/methodology/approach Building on the event study methodology and using seemingly unrelated equations, the authors created several indicators on the impact of the pandemic in 75 different markets. Then, and using cross-sectional regressions robust to heteroscedasticity and using an algorithm to select independent variables from more than 30 factors, the authors determine which factors were behind the different stock market reactions to the pandemic. Findings Higher currency depreciation, inflation, interest rate or government deficit led to higher returns, while higher life expectancy, ageing population, GDP per capita or health spending led to the opposite effect. However, the positive effect of competitiveness and the negative effect of income inequality stand out for their statistical and economic significance. Originality/value This research provides a global view of investors' reaction to an extreme and unique event. Using a sample of 75 capital markets and testing the relevance of more than 30 variables from all categories, it is, to the authors' knowledge, the largest and most ambitious study of its kind.","Wagner2018_JFE","https://openalex.org/W4390644127","article"
"Rusya-Ukrayna Savaşının Hisse Senedi Getirileri Üzerindeki Etkisi: BIST Elektrik Endeksi Üzerine Bir Uygulama","Emre Aktümsek; İlkut Elif Kandil Göker; Binali Selman EREN","2024","Hitit Sosyal Bilimler Dergisi","2","True","https://doi.org/10.17218/hititsbd.1375490","https://doi.org/10.17218/hititsbd.1375490","Rusya, 21 Şubat 2022'de Donetsk ve Luhansk bölgelerinin bağımsızlığını tanımıştır. Üç gün sonra, Putin'in Rus devlet televizyonunda 'özel bir askeri operasyonun yürütülmesine ilişkin' yaptığı konuşmanın ardından, Rus birlikleri 24 Şubat 2022'de Ukrayna topraklarını işgal etmiştir. Gelişmiş ekonomilerin buna yanıtı, Rusya'ya karşı hızla ekonomik ve mali yaptırımlar uygulamak şeklinde olmuştur. Rus işgalinin hemen ardından uygulanan yaptırımların ardından, Rus rublesi tek bir işlem gününde (28 Şubat 2022) ABD doları karşısında %20,7 değer kaybetmiştir. Ayrıca Rusya-Ukrayna savaşı, dünyanın en çok ticareti yapılan ve kullanılan emtiası olan ham petrol arzını da etkilemiştir. Ham petrolün ekonomik önemi ve diğer birçok finans ve emtia piyasasıyla sürekli bir bağlantısı vardır. Dolayısıyla savaş, sadece iki ülkeyi doğrudan ilgilendirmesine rağmen, finansal piyasalar ve yatırımcı davranışları üzerinde küresel bir etkiye sahip olmuştur. Bu çalışma Rusya-Ukrayna savaşının BIST elektrik endeksinde yer alan şirketlerin hisse senedi getirileri üzerindeki etkisini incelemektedir. Rusya’nın Ukrayna’ya askerî harekât başlattığını duyurduğu 24 Şubat 2022 tarihi ve sonrasında küresel piyasalarda yaşanan dalgalanmalara karşı yatırımcı tepkisine ilişkin ampirik bulgulara katkı sağlanması amaçlanmıştır. Literatürde Rusya-Ukrayna savaşının başlangıcından bu yana küresel hisse senedi piyasalarında negatif kümülatif anormal getirilerin gözlemlendiğine dair çok sayıda ampirik bulgu mevcuttur. Bu noktadan hareketle, bu çalışma Rusya-Ukrayna savaşının enerji üretimi ve tüketimi ile en çok ilgili olan BIST elektrik endeksi şirketlerinin hisse senedi getirileri üzerindeki etkisini belirlemeyi amaçlamaktadır. Çalışmanın ampirik analizi, ani olayların borsa üzerindeki etkisini analiz etmek için kullanılan olay çalışması yöntemine dayanmaktadır. Normal getiriler, tahmin penceresindeki veriler kullanılarak hesaplanmıştır. Tüm modeller arasında, Sıradan En Küçük Kareler (OLS) piyasa modeli, bir olay çalışması analizi için en üstün sonuçları vermektedir. Yatırımcıların olaya tepkisini ölçmek için, olay penceresindeki her gün için günlük anormal getiri (AR) ve daha sonra bu getirileri toplayarak olay penceresindeki her gün için kümülatif anormal getiri (CAR) hesaplanmıştır. AR, menkul kıymetin belirli bir gündeki gerçek getirisi ile herhangi bir tahmin modeli tarafından öngörülen beklenen getiri arasındaki fark olarak tanımlanır. Çalışmada, olay öncesi ve olay sonrası yatırımcı tepkisini gözlemlemek için olay gününden 10 gün önce ve olay gününden 10 gün sonraki (-10..+10) dönemde ortalama anormal getiriler (AAR) hesaplanmıştır. İkinci aşamada ise (-1,+1), (-2,+2), (-3,+3), (-4,+4), (-5,+5), (-6,+6) ve (-7,+7) olarak belirlenen yedi farklı pencerede birikimli ortalama anormal getiriler (CAAR) hesaplanmıştır. Tüm CAAR ve AAR değerlerinin istatistiksel anlamlılığı hem parametrik ve hem de parametrik olmayan testlerle sınanmıştır. Buna göre, 24 Şubat 2022 tarihli olay gününde (0 AAR penceresi) yatırımcıların karşılaştırma endeksi olan BIST 100 endeksine nazaran güçlü yönde yaklaşık % 5 negatif bir getiri elde ettiği gözlemlenmiştir. İkinci aşamadaki tüm olay pencerelerinde de enerji şirketlerinin negatif CAAR elde ettikleri tespit edilmiştir. Bu pencereler içinde BIST 100’e kıyasla en yüksek negatif CAAR değerinin (-3,+3) olay penceresinde -%5,5 oranında gerçekleştiği tespit edilmiştir. Bu durumun yatırımcıların panik satışından kaynaklanmış olabileceği düşünülmektedir. Elde edilen bulgular Rusya-Ukrayna savaşının çıkması karşısında BIST enerji şirketlerinin hisse senetlerinin istatistiksel olarak anlamlı, negatif getiri ile karşılaştıklarını göstermektedir. Bu durumun yatırımcıların savaşla birlikte enerji sektörü yatırımlarını savaştan daha az etkilenmesi beklenen piyasalara yöneltmelerinden ya da enerji sektöründe ortaya çıkan belirsizlik nedeniyle başka sektörlere yönelmelerinden kaynaklanabileceği düşünülmektedir.","Wagner2018_JFE","https://openalex.org/W4392779675","article"
"The stock market reaction to political and economic changes: the Spanish case","Leticia Castaño; José Emilio Farinós Viñas; Ana M. Ibáñez","2024","Review of Economic Design","2","True","https://link.springer.com/content/pdf/10.1007/s10058-024-00353-1.pdf","https://doi.org/10.1007/s10058-024-00353-1","Abstract As other European countries, Spain has experienced a turmoil in which new political parties emerged with force after the global financial crisis in 2008. In this context, we analyze whether the empirical implications of the opportunistic and partisan theories, as well as the Uncertain Information Hypothesis, are met in the Spanish stock market, considering the size and the industry of the companies. The horizon of our study takes into account the seven general elections, 24 regional elections and 4 European elections held from 2002 to 2019, period in which Spain is fully integrated in the economic and monetary union and under the macroeconomic imbalance procedure. Our results do not support the opportunistic and partisan theories, or the Uncertain Information Hypothesis. Our evidence suggests that the short-term negative market reaction to the general elections is linked to the uncertainty with a change in the political sign of the incumbent. Besides, it is not related to size or industry characteristics.","Wagner2018_JFE","https://openalex.org/W4396780545","article"
"Robust stimulus of private investment: Tax rate cut or investment subsidy?","Yingjie Niu; Jinqiang Yang; Siqi Zhao","2021","International Journal of Economic Theory","2","False","","https://doi.org/10.1111/ijet.12303","Abstract This paper examines the net benefit accruing to a government when choosing between a lower tax rate on future profits and an investment subsidy as investment stimulation. We hypothesize that either the firm or the government faces Knightian uncertainty in contemplating investment. In the presence of the firm's Knightian uncertainty, the government prefers the investment cost subsidy to tax rate reduction as the conventional wisdom in prior literature. However, if the government is concerned about the model uncertainty, the optimal policy depends on the varying characteristics in reality, such as the ambiguity level, the growth rate, the volatility, as well as the interest rate environment. The tax rate cut is favorable when the growth rate, the discount rate, and the volatility are lower, and when the ambiguity parameter is higher. By taking into account Knightian uncertainty, we provide a potential rationale behind evaluating stimulus policies in different economic environments.","Wagner2018_JFE","https://openalex.org/W3144419391","article"
"Do bondholders incorporate expected repatriation taxes into their pricing of debt?","Bradley S. Blaylock; Jimmy F. Downes; Mollie E. Mathis; Scott D. White","2021","Review of Accounting Studies","2","False","","https://doi.org/10.1007/s11142-021-09632-6","","Wagner2018_JFE","https://openalex.org/W3188371922","article"
"Constitutional amendment and stock prices: evidence from China","Chao Yan; Liu Min","2020","Asia-Pacific Journal of Accounting & Economics","2","False","","https://doi.org/10.1080/16081625.2020.1828105","This paper examines the market response to China’s 2018 constitutional amendment, which removes presidential term limits and cements the leadership of the party. We document that stock prices rise as a result of the decrease in political uncertainty. We find that state-owned enterprises (SOEs) gain broadly, especially for centrally controlled SOEs. In particular, the results illustrate that SOEs with high R&D investment earn higher returns, whereas non-SOEs in industries with high growth potential earn relatively lower returns. We also find that stock prices increase more for firms belonging to the Belt and Road key industries and for firms located in provinces that used to be led by Xi Jinping. However, the conventional fixed investment and political connections play no role for either SOEs or non-SOEs. Moreover, the profitability (volatility) of SOEs increases (declines) after this event, when compared with the pre-amendment period. Overall, our study suggests that, as a response to global uncertainty, China’s constitutional amendment improves market certainty.","Wagner2018_JFE","https://openalex.org/W3091358729","article"
"Structural changes in sentiment and returns: evidence from the Trump election","Mary J Becker; Zachary McGurk; Michael Hale","2021","Applied Economics Letters","2","False","","https://doi.org/10.1080/13504851.2021.1897069","Given that regime changes may induce new tendencies and behaviours of financial models, we analyse the impact of sentiment variables on stock market returns for time periods before and after Donald Trump’s election. Using the CAPM and Fama–French three-factor model augmented with sentiment measures, we find evidence of a structural break in the 2016 presidential election data. Our results suggest that the relationship between sentiment and abnormal returns is more negative for the periods following the election, and that researchers modelling sentiment and returns should account for structural breaks.","Wagner2018_JFE","https://openalex.org/W3135349499","article"
